	Length	Potato_1_UY	Potato_2_UY	Potato_3_UY	Control_1_UY	Control_2_UY	Control_3_UY	Location
UW163_21315	837	2	10	17	2042	1712	551	Megaplasmid
UW163_21320	1119	49	19	4	3595	2527	1123	Megaplasmid
UW163_21325	384	19	48	9	1191	1507	1125	Megaplasmid
UW163_21330	435	0	24	16	2348	1979	1349	Megaplasmid
UW163_21335	906	8	108	26	4091	5341	3015	Megaplasmid
UW163_21340	267	0	8	5	747	715	367	Megaplasmid
UW163_21345	1347	9	52	8	7062	7833	2796	Megaplasmid
UW163_21350	897	0	19	12	4191	3224	1243	Megaplasmid
UW163_21355	1572	3	36	22	7701	6000	2101	Megaplasmid
UW163_21360	951	4	47	7	4414	3848	2350	Megaplasmid
UW163_21365	627	1	23	17	4115	3179	1113	Megaplasmid
UW163_21370	180	36	273	95	2283	2496	2586	Megaplasmid
UW163_21375	1047	4	68	36	3798	3457	3585	Megaplasmid
UW163_21380	207	10	66	22	584	1037	1146	Megaplasmid
UW163_21385	342	3	15	7	256	315	331	Megaplasmid
UW163_21390	1611	99	1271	326	11527	12971	16196	Megaplasmid
UW163_21395	852	2	256	66	4756	4307	3340	Megaplasmid
UW163_21400	1689	51	220	38	7295	5954	3717	Megaplasmid
UW163_21405	510	2	27	8	1114	1164	747	Megaplasmid
UW163_21410	885	5	49	19	3568	3813	1871	Megaplasmid
UW163_21415	759	4	29	26	3635	2522	1466	Megaplasmid
UW163_21420	483	1	35	24	2601	2195	2417	Megaplasmid
UW163_21425	1182	0	51	27	7245	8100	4296	Megaplasmid
UW163_21430	1464	7	255	57	10811	11946	8001	Megaplasmid
UW163_21435	333	3	18	8	1655	1490	972	Megaplasmid
UW163_21440	2136	16	69	38	7132	6164	3978	Megaplasmid
UW163_21445	1812	144	172	47	6143	7803	2031	Megaplasmid
UW163_21450	1575	308	34	7	4803	3878	562	Megaplasmid
UW163_21455	1458	70	44	15	6572	8064	2614	Megaplasmid
UW163_21460	1386	147	98	49	12172	12326	10613	Megaplasmid
UW163_21465	468	6	22	9	2547	3561	1084	Megaplasmid
UW163_21470	3336	52	126	31	9814	16278	5149	Megaplasmid
UW163_21475	588	2	14	4	2180	2930	612	Megaplasmid
UW163_21480	753	3	24	7	1672	2781	698	Megaplasmid
UW163_21485	543	0	7	9	1394	2153	551	Megaplasmid
UW163_21490	705	46	13	4	1410	2347	480	Megaplasmid
UW163_21495	795	1	7	4	11	14	8	Megaplasmid
UW163_21500	723	1	9	2	11	13	16	Megaplasmid
UW163_21505	423	2	3	3	557	465	170	Megaplasmid
UW163_21510	186	0	2	1	462	490	234	Megaplasmid
UW163_21515	1449	12	59	13	6047	6030	3293	Megaplasmid
UW163_21520	1035	11	132	14	5366	6732	6332	Megaplasmid
UW163_21525	390	2	59	8	2308	3117	1586	Megaplasmid
UW163_21530	1260	15	108	35	5155	6062	2014	Megaplasmid
UW163_21535	870	6	25	6	3993	3471	615	Megaplasmid
UW163_21540	969	6	13	7	3546	4050	430	Megaplasmid
UW163_21545	750	4	14	3	2088	1587	220	Megaplasmid
UW163_21550	711	3	6	1	2401	1754	200	Megaplasmid
UW163_21555	1515	272	65	23	5737	5934	3937	Megaplasmid
UW163_21560	1623	18	43	22	3985	3445	3256	Megaplasmid
UW163_21565	696	22	125	45	7707	8699	9386	Megaplasmid
UW163_21570	363	3	38	14	2457	3164	2186	Megaplasmid
UW163_21575	876	10	26	9	1517	2584	1358	Megaplasmid
UW163_21580	7560	30	119	45	17122	17424	2457	Megaplasmid
UW163_21585	474	4	21	15	1324	2253	1612	Megaplasmid
UW163_21590	1380	4	43	19	5467	5389	2875	Megaplasmid
UW163_21595	342	16	106	37	2121	3206	4112	Megaplasmid
UW163_21600	1746	14	56	14	3622	5621	1539	Megaplasmid
UW163_21605	396	1	5	1	402	229	24	Megaplasmid
UW163_21610	249	0	3	0	185	303	30	Megaplasmid
UW163_21615	564	1	11	2	1715	1445	166	Megaplasmid
UW163_21620	1002	307	25	6	20	25	31	Megaplasmid
UW163_21625	2622	12	22	4	31	26	43	Megaplasmid
UW163_21630	552	3	15	1	10	15	9	Megaplasmid
UW163_21635	183	1	1	0	4	2	1	Megaplasmid
UW163_21640	372	3	3	0	6	4	5	Megaplasmid
UW163_21645	1659	3	17	5	11	5	13	Megaplasmid
UW163_21650	1083	5	17	1	17	14	20	Megaplasmid
UW163_21655	762	4	14	4	11	7	22	Megaplasmid
UW163_21660	768	2	5	1	15	13	12	Megaplasmid
UW163_21665	1815	1	24	7	27	44	60	Megaplasmid
UW163_21670	2091	11	27	2	39	36	30	Megaplasmid
UW163_21675	1164	10	27	2	25	20	25	Megaplasmid
UW163_21680	657	17	9	8	9	13	15	Megaplasmid
UW163_21685	1326	28	11	1	21	24	29	Megaplasmid
UW163_21690	465	1	7	0	11	18	16	Megaplasmid
UW163_21695	954	1	28	3	35	31	41	Megaplasmid
UW163_21700	1044	4	10	5	20	34	37	Megaplasmid
UW163_21705	1881	68	14	6	40	34	41	Megaplasmid
UW163_21710	1440	149	11	4	10	19	19	Megaplasmid
UW163_21715	663	4	15	3	2139	2613	498	Megaplasmid
UW163_21720	402	1	27	3	985	2037	465	Megaplasmid
UW163_21725	1137	7	15	8	3696	3097	485	Megaplasmid
UW163_21730	618	5	17	7	2919	3500	540	Megaplasmid
UW163_21735	879	3	10	8	3489	4741	1041	Megaplasmid
UW163_21740	1818	5	23	6	4050	4547	778	Megaplasmid
UW163_21745	492	16	27	14	1545	2532	662	Megaplasmid
UW163_21750	2175	13	69	17	7035	9338	1548	Megaplasmid
UW163_21755	414	0	2	4	1079	1002	135	Megaplasmid
UW163_21760	945	7	22	2	4074	5248	614	Megaplasmid
UW163_21765	861	3	32	10	3852	5818	1161	Megaplasmid
UW163_21770	561	150	1323	266	4399	5243	5658	Megaplasmid
UW163_21775	318	152	1209	198	2671	3346	5275	Megaplasmid
UW163_21780	477	10	25	11	1889	2348	696	Megaplasmid
UW163_21785	1614	7	33	33	8107	5826	2649	Megaplasmid
UW163_21790	1158	14	122	21	4333	6297	1656	Megaplasmid
UW163_21800	1650	10	95	22	6283	5211	4215	Megaplasmid
UW163_21805	681	5	43	11	2932	2892	1593	Megaplasmid
UW163_21810	477	234	57	16	2725	3136	926	Megaplasmid
UW163_21820	999	1	11	2	14	13	17	Megaplasmid
UW163_21825	1017	1	10	1	10	11	18	Megaplasmid
UW163_21830	897	1	3	2	14	15	11	Megaplasmid
UW163_21835	1107	4	10	4	11	10	16	Megaplasmid
UW163_21840	1107	3	13	0	13	12	13	Megaplasmid
UW163_21845	687	5	15	6	11	18	22	Megaplasmid
UW163_21850	1524	1	16	5	25	23	34	Megaplasmid
UW163_21855	1110	2	15	2	20	11	19	Megaplasmid
UW163_21860	3105	11	45	11	63	68	88	Megaplasmid
UW163_21865	2301	40	18	4	33	31	29	Megaplasmid
UW163_21875	1257	160	4	0	13	7	10	Megaplasmid
UW163_21880	825	3	9	2	9	7	9	Megaplasmid
UW163_21885	351	0	4	1	1	4	2	Megaplasmid
UW163_21890	624	2	1	1	5	4	5	Megaplasmid
UW163_21895	1038	4	4	2	7	5	9	Megaplasmid
UW163_21900	315	4	3	0	8	9	11	Megaplasmid
UW163_21905	318	0	1	0	0	0	2	Megaplasmid
UW163_21910	1479	7	22	3	19	31	30	Megaplasmid
UW163_21915	1359	7	17	6	38	25	47	Megaplasmid
UW163_21920	801	5	12	3	11	16	13	Megaplasmid
UW163_21925	1263	19	15	3	11	20	25	Megaplasmid
UW163_21930	327	1	4	3	6	3	9	Megaplasmid
UW163_21935	342	0	0	0	2	8	2	Megaplasmid
UW163_21940	456	3	2	0	1	0	1	Megaplasmid
UW163_21945	7350	28	84	16	1807	1329	613	Megaplasmid
UW163_21950	240	1	3	0	1	2	0	Megaplasmid
UW163_21965	2079	81	6	9	12	17	19	Megaplasmid
UW163_21970	210	0	4	1	0	0	2	Megaplasmid
UW163_21975	243	1	0	0	0	4	4	Megaplasmid
UW163_21980	1398	211	5	5	15	24	42	Megaplasmid
UW163_21985	687	5	12	0	5	5	13	Megaplasmid
UW163_21990	1872	3	10	1	13	13	27	Megaplasmid
UW163_21995	975	1	6	3	7	5	2	Megaplasmid
UW163_22000	387	2	3	0	3	4	7	Megaplasmid
UW163_22005	930	2	9	1	3	11	7	Megaplasmid
UW163_22010	1461	2	9	5	17	24	26	Megaplasmid
UW163_22015	807	2	10	2	12	17	17	Megaplasmid
UW163_22020	1461	25	13	4	16	14	23	Megaplasmid
UW163_22025	615	3	9	0	5	9	11	Megaplasmid
UW163_22030	1113	2	5	2	9	10	5	Megaplasmid
UW163_22035	3123	63	27	7	31	39	45	Megaplasmid
UW163_22040	459	3	3	0	2	3	2	Megaplasmid
UW163_22045	369	0	3	0	2	2	6	Megaplasmid
UW163_22050	378	1	3	0	2	5	8	Megaplasmid
UW163_22055	1425	5	16	3	25	23	26	Megaplasmid
UW163_22060	219	1	3	3	2	0	0	Megaplasmid
UW163_22070	249	20	71	6	35	72	95	Megaplasmid
UW163_22075	300	26	83	37	766	792	937	Megaplasmid
UW163_22080	789	0	0	0	0	0	1	Megaplasmid
UW163_22085	1017	0	0	0	1	0	1	Megaplasmid
UW163_22090	633	21	119	30	4821	5797	7477	Megaplasmid
UW163_22095	453	33	273	52	1266	2004	4178	Megaplasmid
UW163_22100	285	20	215	67	3129	4784	7849	Megaplasmid
UW163_22105	375	34	401	79	4302	5468	8186	Megaplasmid
UW163_22110	255	17	68	22	1133	1505	1801	Megaplasmid
UW163_22115	222	14	81	15	1196	1599	2380	Megaplasmid
UW163_22120	264	8	59	13	1639	2140	1931	Megaplasmid
UW163_22125	606	2	48	18	2551	2962	1077	Megaplasmid
UW163_22130	639	1	18	2	1551	1592	577	Megaplasmid
UW163_22135	603	2	11	7	2616	1939	863	Megaplasmid
UW163_22140	612	6	66	14	2671	3415	962	Megaplasmid
UW163_22145	1590	27	152	31	5341	7637	2546	Megaplasmid
UW163_22155	891	4	22	8	1824	2762	628	Megaplasmid
UW163_22160	390	15	130	14	864	1090	1572	Megaplasmid
UW163_22165	876	24	131	28	2426	4452	2958	Megaplasmid
UW163_22170	8913	173	658	107	24900	33213	7567	Megaplasmid
UW163_22175	981	6	66	12	2594	3955	1634	Megaplasmid
UW163_22180	492	10	100	13	634	1224	1468	Megaplasmid
UW163_22185	462	11	27	5	524	1149	385	Megaplasmid
UW163_22190	1173	12	42	11	3069	4166	672	Megaplasmid
UW163_22195	963	3	24	11	2233	2412	898	Megaplasmid
UW163_22200	273	3	19	12	1404	2031	2116	Megaplasmid
UW163_22205	1128	5	33	15	3227	5901	1539	Megaplasmid
UW163_22210	426	1	9	2	296	689	250	Megaplasmid
UW163_22215	279	13	0	1	1	1	1	Megaplasmid
UW163_22220	771	17	113	16	1440	1964	2394	Megaplasmid
UW163_22225	2220	18	214	46	9450	13060	8190	Megaplasmid
UW163_22230	324	5	46	4	950	1155	379	Megaplasmid
UW163_22235	3159	17	160	22	12459	13435	2709	Megaplasmid
UW163_22240	1221	5	26	10	4528	3287	577	Megaplasmid
UW163_22245	1359	2	15	5	2698	1623	344	Megaplasmid
UW163_22250	522	11	72	17	1861	1937	1649	Megaplasmid
UW163_22255	432	1	14	19	2653	1880	2214	Megaplasmid
UW163_22260	612	4	93	36	3175	3175	3960	Megaplasmid
UW163_22265	1479	26	186	70	9958	9792	13621	Megaplasmid
UW163_22270	666	21	399	113	8027	10681	16844	Megaplasmid
UW163_22275	1911	114	91	34	5072	4995	4554	Megaplasmid
UW163_22280	1716	13	105	36	6735	5977	3387	Megaplasmid
UW163_22285	1329	8	60	18	6269	6136	3179	Megaplasmid
UW163_22290	1038	5	110	53	6591	6578	9397	Megaplasmid
UW163_22295	2736	41	150	24	8131	8166	3990	Megaplasmid
UW163_22300	2301	61	125	35	5644	10705	5581	Megaplasmid
UW163_22305	1719	10	85	35	4548	6017	2777	Megaplasmid
UW163_22310	231	1	15	4	0	1	0	Megaplasmid
UW163_22315	1134	52	290	122	5191	8227	12302	Megaplasmid
UW163_22320	909	7	32	30	3695	3891	2458	Megaplasmid
UW163_22325	1737	13	96	40	5708	8295	4568	Megaplasmid
UW163_22330	318	2	7	0	261	306	37	Megaplasmid
UW163_22335	1260	6	11	4	4037	4121	573	Megaplasmid
UW163_22340	1752	6	17	8	4744	4052	574	Megaplasmid
UW163_22345	2097	2	47	14	7508	6868	1343	Megaplasmid
UW163_22350	1851	20	40	30	4889	5194	2145	Megaplasmid
UW163_22355	729	11	60	15	2219	1646	880	Megaplasmid
UW163_22360	933	4	53	16	2759	1704	1653	Megaplasmid
UW163_22365	270	1	23	11	523	427	339	Megaplasmid
UW163_22370	435	28	448	74	2134	1860	3514	Megaplasmid
UW163_22375	3195	95	1203	730	13392	12072	9709	Megaplasmid
UW163_22380	1221	19	132	209	3217	2295	2349	Megaplasmid
UW163_22385	1302	5	91	150	1128	882	1398	Megaplasmid
UW163_22390	297	9	339	498	4020	4783	10769	Megaplasmid
UW163_22395	1287	25	103	37	5600	6216	1500	Megaplasmid
UW163_22400	1422	4	19	10	2347	1429	514	Megaplasmid
UW163_22405	456	1	4	2	180	89	38	Megaplasmid
UW163_22410	411	1	6	2	450	315	212	Megaplasmid
UW163_22415	675	17	120	149	4761	5454	6188	Megaplasmid
UW163_22420	1398	2	55	87	5721	4688	3222	Megaplasmid
UW163_22425	1533	9	204	104	4639	4091	3007	Megaplasmid
UW163_22430	1365	16	205	133	8632	9257	6217	Megaplasmid
UW163_22435	192	0	1	0	880	619	162	Megaplasmid
UW163_22440	480	23	149	34	3658	4719	6422	Megaplasmid
UW163_22445	444	5	4	4	1192	834	816	Megaplasmid
UW163_22450	618	4	23	20	3276	3276	3699	Megaplasmid
UW163_22455	960	10	43	41	8813	10680	14495	Megaplasmid
UW163_22460	1050	42	260	137	32212	34024	62202	Megaplasmid
UW163_22465	432	1	10	8	2417	2873	2107	Megaplasmid
UW163_22470	765	22	191	32	15897	20586	34063	Megaplasmid
UW163_22475	789	1	41	3	5874	6432	6084	Megaplasmid
UW163_22480	750	2	49	24	3442	4341	3598	Megaplasmid
UW163_22490	342	0	0	1	5	13	11	Megaplasmid
UW163_22495	2088	39	276	60	5949	6526	17208	Megaplasmid
UW163_22500	240	0	2	0	2	0	3	Megaplasmid
UW163_22505	2175	923	289	78	13088	15104	14681	Megaplasmid
UW163_22510	1344	8	127	47	6038	6594	6830	Megaplasmid
UW163_22515	1485	9	100	26	5102	4499	4899	Megaplasmid
UW163_22520	1209	3	8	4	4	10	18	Megaplasmid
UW163_22525	546	0	8	1	632	335	251	Megaplasmid
UW163_22530	882	6	15	5	2206	1820	816	Megaplasmid
UW163_22535	273	1	13	2	579	560	263	Megaplasmid
UW163_22545	639	2	5	2	7	1	4	Megaplasmid
UW163_22550	1632	47	1036	179	27195	35782	61483	Megaplasmid
UW163_22555	2019	1227	256	62	9440	9552	5249	Megaplasmid
UW163_22560	423	2	4	0	5	6	4	Megaplasmid
UW163_22565	339	0	3	0	4	10	6	Megaplasmid
UW163_22570	1974	11	21	5	23	26	40	Megaplasmid
UW163_22575	1428	69	17	14	13	27	27	Megaplasmid
UW163_22580	375	0	2	0	5	5	2	Megaplasmid
UW163_22585	1656	3	12	3	23	10	21	Megaplasmid
UW163_22590	975	10	7	1	15	15	12	Megaplasmid
UW163_22595	957	2	8	2	4	8	5	Megaplasmid
UW163_22600	555	133	6	6	4	6	10	Megaplasmid
UW163_22605	1008	31	282	55	2366	3203	2418	Megaplasmid
UW163_22615	1737	23	352	63	8519	10372	3913	Megaplasmid
UW163_22625	915	3	38	14	2964	3140	1378	Megaplasmid
UW163_22630	777	8	31	7	3759	4004	807	Megaplasmid
UW163_22635	282	5	5	2	447	635	222	Megaplasmid
UW163_22640	345	2	7	8	1304	1575	427	Megaplasmid
UW163_22645	681	2	11	2	921	1183	307	Megaplasmid
UW163_22650	1116	14	11	16	2486	2753	674	Megaplasmid
UW163_22655	1026	4	30	37	3785	4277	1996	Megaplasmid
UW163_22660	840	7	26	4	2555	2263	530	Megaplasmid
UW163_22665	537	1	1	0	2	0	3	Megaplasmid
UW163_22670	1545	130	23	4	18	11	45	Megaplasmid
UW163_22675	1251	6	9	3	10	13	16	Megaplasmid
UW163_22680	4131	19	32	6	47	57	79	Megaplasmid
UW163_22685	261	0	1	1	1	1	2	Megaplasmid
UW163_22690	270	3	0	0	6	4	4	Megaplasmid
UW163_22695	678	4	5	1	2	5	6	Megaplasmid
UW163_22700	864	2	5	7	1	5	4	Megaplasmid
UW163_22705	1086	3	15	4	8	7	8	Megaplasmid
UW163_22710	555	1	8	8	2051	1893	1339	Megaplasmid
UW163_22715	1356	50	25	11	5424	4796	1682	Megaplasmid
UW163_22720	1614	23	330	116	11630	13938	19370	Megaplasmid
UW163_22725	381	465	1149	418	1786	2255	4302	Megaplasmid
UW163_22730	420	3	1	3	1815	1150	338	Megaplasmid
UW163_22735	648	5	3	4	1742	1141	475	Megaplasmid
UW163_22740	657	1	20	17	2299	1662	1745	Megaplasmid
UW163_22745	834	6	16	13	2774	2156	1376	Megaplasmid
UW163_22750	255	1	8	3	599	433	176	Megaplasmid
UW163_22755	1590	6	30	8	4729	3581	1039	Megaplasmid
UW163_22760	3537	26	324	124	20411	21220	19372	Megaplasmid
UW163_22765	2451	10	92	37	8168	6076	5748	Megaplasmid
UW163_22770	312	0	67	26	1863	2223	3078	Megaplasmid
UW163_22775	1860	19	319	159	13171	16368	16045	Megaplasmid
UW163_22780	318	2	11	2	574	484	347	Megaplasmid
UW163_22785	306	17	190	34	1598	2276	2751	Megaplasmid
UW163_22790	246	24	102	25	1187	1690	1514	Megaplasmid
UW163_22795	456	17	159	68	3821	5920	3957	Megaplasmid
UW163_22800	1575	153	1854	623	12366	13678	13470	Megaplasmid
UW163_22805	564	1060	8908	2590	30547	44420	85263	Megaplasmid
UW163_22810	2334	22	40	25	8541	8836	2162	Megaplasmid
UW163_22815	1140	4	11	3	1965	1412	539	Megaplasmid
UW163_22820	186	0	1	0	25	20	15	Megaplasmid
UW163_22825	1602	15	85	53	5757	5716	7590	Megaplasmid
UW163_22830	3474	130	166	206	11989	14397	17380	Megaplasmid
UW163_22835	3522	87	247	396	19682	24372	32672	Megaplasmid
UW163_22840	834	7	6	29	1666	1709	1751	Megaplasmid
UW163_22845	2223	47	70	160	7854	9146	7474	Megaplasmid
UW163_22850	1878	9	20	44	3858	2682	2221	Megaplasmid
UW163_22855	2325	7	67	39	4392	2757	2164	Megaplasmid
UW163_22860	2838	10	45	64	8013	5215	3620	Megaplasmid
UW163_22865	1248	3	38	17	6034	5451	5055	Megaplasmid
UW163_22870	909	2	13	10	1938	1373	968	Megaplasmid
UW163_22880	276	1	2	0	0	0	0	Megaplasmid
UW163_22885	558	6	9	0	6	4	4	Megaplasmid
UW163_22890	1572	6	13	5	11	10	9	Megaplasmid
UW163_22895	573	0	5	2	2	3	3	Megaplasmid
UW163_22900	894	32	8	1	5	4	5	Megaplasmid
UW163_22905	453	0	1	2	1	1	3	Megaplasmid
UW163_22910	933	11	8	4	1338	960	241	Megaplasmid
UW163_22915	948	187	21	11	4153	4108	504	Megaplasmid
UW163_22920	768	4	5	14	2453	1721	362	Megaplasmid
UW163_22925	1479	4	15	4	3705	2357	427	Megaplasmid
UW163_22930	1869	3	17	13	6845	6231	929	Megaplasmid
UW163_22935	1884	13	36	48	6171	5429	1281	Megaplasmid
UW163_22940	1455	8	29	33	5389	3303	1561	Megaplasmid
UW163_22945	834	37	195	134	6332	7831	5352	Megaplasmid
UW163_22950	465	7	51	49	2852	3422	2478	Megaplasmid
UW163_22955	954	5	44	33	1183	1104	757	Megaplasmid
UW163_22960	1029	37	324	194	6818	8256	5227	Megaplasmid
UW163_22965	915	3	36	39	5141	5191	2465	Megaplasmid
UW163_22970	1386	7	37	9	5828	6549	1263	Megaplasmid
UW163_22975	438	4	2	1	2	2	4	Megaplasmid
UW163_22980	867	4	15	5	3554	3004	460	Megaplasmid
UW163_22985	696	3	12	1	1348	959	112	Megaplasmid
UW163_22990	777	1	5	2	865	435	126	Megaplasmid
UW163_22995	2271	23	24	10	32	22	45	Megaplasmid
UW163_23000	2244	113	36	6	45	39	90	Megaplasmid
UW163_23005	1482	97	176	84	10330	12656	11338	Megaplasmid
UW163_23010	2469	20	117	33	8643	12497	5355	Megaplasmid
UW163_23015	222	9	60	14	973	1365	957	Megaplasmid
UW163_23020	792	1	92	26	3506	3719	3401	Megaplasmid
UW163_23025	495	24	89	22	3130	3958	3880	Megaplasmid
UW163_23030	567	63	481	240	8321	9361	14769	Megaplasmid
UW163_23035	588	2	18	4	2352	1968	2253	Megaplasmid
UW163_23040	963	5	61	31	5259	5760	4141	Megaplasmid
UW163_23045	1122	8	103	30	4702	5816	5619	Megaplasmid
UW163_23050	4113	31	39	10	29	28	58	Megaplasmid
UW163_23055	789	5	47	18	4521	4317	4382	Megaplasmid
UW163_23060	2124	78	530	138	11920	14170	16382	Megaplasmid
UW163_23065	906	8	9	9	3742	3058	1392	Megaplasmid
UW163_23070	981	10	44	4	2654	3096	869	Megaplasmid
UW163_23075	1248	3	12	4	3336	1960	595	Megaplasmid
UW163_23080	1104	10	19	15	3339	2155	1225	Megaplasmid
UW163_23085	738	1	8	7	2479	2117	1026	Megaplasmid
UW163_23090	897	18	406	5	4429	3893	1545	Megaplasmid
UW163_23095	2688	28	28	16	6669	5276	1283	Megaplasmid
UW163_23100	405	1	11	1	1403	1363	679	Megaplasmid
UW163_23105	465	2	35	36	2815	3131	4221	Megaplasmid
UW163_23110	786	18	145	81	6642	7311	8442	Megaplasmid
UW163_23115	279	2	8	3	113	131	73	Megaplasmid
UW163_23120	504	94	952	322	16156	17622	24664	Megaplasmid
UW163_23125	639	1	9	0	0	3	1	Megaplasmid
UW163_23130	291	2	7	1	1419	1560	630	Megaplasmid
UW163_23135	348	3	44	12	2580	3531	3033	Megaplasmid
UW163_23140	636	7	68	29	12553	11096	7070	Megaplasmid
UW163_23145	921	50	56	53	8790	10427	3789	Megaplasmid
UW163_23150	618	6	19	23	4760	5278	1613	Megaplasmid
UW163_23155	8694	46	148	211	51346	41673	15447	Megaplasmid
UW163_23160	384	0	8	5	679	694	223	Megaplasmid
UW163_23165	198	2	6	16	2415	2056	1009	Megaplasmid
UW163_23170	1455	21	84	78	12737	9525	4918	Megaplasmid
UW163_23175	747	2	55	53	5658	5339	5038	Megaplasmid
UW163_23180	1320	221	684	388	29248	36471	36207	Megaplasmid
UW163_23185	1467	24	347	129	9643	10731	5628	Megaplasmid
UW163_23190	2130	86	157	34	2772	3145	1370	Megaplasmid
UW163_23195	1428	0	4	5	1242	1387	126	Megaplasmid
UW163_23200	417	6	6	6	1	0	0	Megaplasmid
UW163_23205	195	0	4	6	3	2	6	Megaplasmid
UW163_23210	1074	5	13	7	26	37	48	Megaplasmid
UW163_23215	2895	15	53	12	53	60	59	Megaplasmid
UW163_23220	396	1	6	2	3	7	7	Megaplasmid
UW163_23225	228	0	1	0	2	1	4	Megaplasmid
UW163_23230	495	2	2	2	9	11	7	Megaplasmid
UW163_23235	294	2	3	0	3	8	7	Megaplasmid
UW163_23240	4779	465	60	25	18829	21545	3116	Megaplasmid
UW163_23245	435	2	14	2	1582	2530	466	Megaplasmid
UW163_23250	1188	3	18	2	2643	2795	482	Megaplasmid
UW163_23255	1686	4	28	8	5699	6239	946	Megaplasmid
UW163_23260	846	1	1	0	2033	1718	168	Megaplasmid
UW163_23265	519	2	10	0	1542	1878	226	Megaplasmid
UW163_23270	543	3	7	1	878	938	142	Megaplasmid
UW163_23275	501	3	14	1	1504	1201	227	Megaplasmid
UW163_23280	2265	39	310	54	8103	11692	9277	Megaplasmid
UW163_23285	519	1	7	1	4	11	13	Megaplasmid
UW163_23290	390	1	4	1	3	4	3	Megaplasmid
UW163_23295	507	4	4	1	3	4	6	Megaplasmid
UW163_23300	450	9	149	27	1800	2332	3763	Megaplasmid
UW163_23305	330	7	21	14	722	1156	1243	Megaplasmid
UW163_23315	273	3	3	6	625	688	198	Megaplasmid
UW163_23320	276	6	9	4	943	1351	391	Megaplasmid
UW163_23325	1059	5	14	14	3985	3075	1354	Megaplasmid
UW163_23330	1086	4	90	24	3454	3973	1490	Megaplasmid
UW163_23335	894	5	44	20	2233	2282	1449	Megaplasmid
UW163_23340	906	10	70	18	4237	4362	1915	Megaplasmid
UW163_23345	849	0	0	0	5	7	9	Megaplasmid
UW163_23350	366	0	0	0	1	1	0	Megaplasmid
UW163_23355	369	1	10	2	1110	1175	192	Megaplasmid
UW163_23360	342	0	0	1	115	196	103	Megaplasmid
UW163_23365	2634	18	46	15	2	9	12	Megaplasmid
UW163_23370	276	5	4	2	7	7	4	Megaplasmid
UW163_23375	747	0	7	0	4	7	5	Megaplasmid
UW163_23380	696	4	6	3	3	5	2	Megaplasmid
UW163_23385	342	0	6	2	140	137	395	Megaplasmid
UW163_23390	741	13	30	4	4447	4954	3158	Megaplasmid
UW163_23395	357	5	44	4	1099	1414	766	Megaplasmid
UW163_23400	834	7	65	34	5666	7070	6115	Megaplasmid
UW163_23405	312	36	210	47	1967	3056	5751	Megaplasmid
UW163_23410	309	28	237	46	1438	2167	3622	Megaplasmid
UW163_23415	312	13	84	5	902	1483	1140	Megaplasmid
UW163_23420	330	8	73	9	574	1136	919	Megaplasmid
UW163_23425	1950	9	35	8	5583	4362	1305	Megaplasmid
UW163_23430	909	3	124	17	6293	7501	2997	Megaplasmid
UW163_23435	1164	39	583	92	16680	20388	13909	Megaplasmid
UW163_23440	2610	22	364	39	15323	15543	9316	Megaplasmid
UW163_23445	1197	13	75	45	7778	8231	5848	Megaplasmid
UW163_23450	1254	47	92	14	2627	1702	1746	Megaplasmid
UW163_23455	417	4	58	45	4963	5791	8978	Megaplasmid
UW163_23460	768	9	201	31	11329	13533	17928	Megaplasmid
UW163_23465	1563	53	1048	173	29492	34070	61127	Megaplasmid
UW163_23470	645	303	2585	450	11782	15008	32280	Megaplasmid
UW163_23475	2013	243	49	17	5602	4454	2375	Megaplasmid
UW163_23480	1044	2	31	2	1508	808	638	Megaplasmid
UW163_23485	972	6	101	24	2637	2115	1565	Megaplasmid
UW163_23490	645	7	29	11	2242	2190	1015	Megaplasmid
UW163_23495	1305	7	112	5	7747	6585	2759	Megaplasmid
UW163_23500	774	3	12	10	3011	2386	776	Megaplasmid
UW163_23505	486	1	5	1	11	4	7	Megaplasmid
UW163_23510	735	5	30	17	3792	3874	1193	Megaplasmid
UW163_23515	516	5	29	6	2101	1506	512	Megaplasmid
UW163_23520	432	4	15	11	3068	3106	726	Megaplasmid
UW163_23525	360	2	67	8	2525	2993	947	Megaplasmid
UW163_23530	1503	9	31	11	3694	3071	680	Megaplasmid
UW163_23535	2064	5	70	37	9470	8902	2427	Megaplasmid
UW163_23540	3384	8	64	28	11464	10585	1928	Megaplasmid
UW163_23545	882	1	7	2	1666	876	393	Megaplasmid
UW163_23550	435	3	22	10	3207	3545	904	Megaplasmid
UW163_23555	600	3	94	17	5075	5664	5611	Megaplasmid
UW163_23560	552	5	43	15	3357	3777	2937	Megaplasmid
UW163_23565	813	20	62	17	4420	4454	3068	Megaplasmid
UW163_23570	267	0	1	0	6	13	4	Megaplasmid
UW163_23575	1506	6	9	1	8	6	10	Megaplasmid
UW163_23580	1710	6	12	3	8	11	15	Megaplasmid
UW163_23585	2718	10	26	6	22	19	39	Megaplasmid
UW163_23590	1200	6	14	10	4395	3798	1430	Megaplasmid
UW163_23595	309	3	50	6	503	740	660	Megaplasmid
UW163_23600	306	3	13	8	2010	2024	839	Megaplasmid
UW163_23605	1314	6	156	25	6562	8205	3836	Megaplasmid
UW163_16220	1017	0	0	0	0	0	2	Megaplasmid
