	Length	Tomato_1_UW	Tomato_2_UW	Tomato_3_UW	Banana_1_UW	Banana_2_UW	Banana_3_UW	Control_1_UW	Control_2_UW	Control_3_UW	Minimal_1_UW	Minimal_2_UW	Minimal_3_UW	Minimal_1_IB	Minimal_2_IB	Minimal_3_IB	Control_1_IB	Control_2_IB	Control_3_IB	Tomato_1_IB	Tomato_2_IB	Tomato_3_IB	Melon_1_IB	Melon_2_IB	Melon_3_IB	Location
UW163_18695	684	77	112	97	133	164	158	102	126	115	142	182	93	62	71	74	75	77	62	32	137	73	41	26	79	Megaplasmid
UW163_18700	789	80	103	95	120	136	87	122	114	122	124	218	88	55	54	40	53	48	59	22	157	64	26	28	56	Megaplasmid
UW163_18705	834	114	128	97	126	132	106	153	126	102	120	181	48	74	42	39	37	56	67	27	137	51	22	23	81	Megaplasmid
UW163_18710	999	3127	3250	3426	9565	8613	7396	1227	1126	1101	5052	5618	3211	3411	3944	4721	2150	1812	2424	963	4000	2521	1958	2031	3949	Megaplasmid
UW163_18715	1128	1093	1325	1327	4605	3495	2892	838	885	778	3237	3981	2160	2257	1873	2037	501	447	573	442	1025	672	1653	1381	3189	Megaplasmid
UW163_18720	432	960	1047	1192	3441	4098	3330	653	729	648	3604	4109	2156	3511	2766	2725	474	514	519	412	1282	904	524	488	1020	Megaplasmid
UW163_18725	306	334	418	440	702	739	516	457	642	583	2484	3767	1429	294	288	329	186	208	152	149	220	163	209	217	497	Megaplasmid
UW163_18730	525	1010	1041	1218	1344	2012	1623	1154	1299	1333	5657	7516	4056	1141	1637	1686	606	571	528	451	849	556	689	629	1085	Megaplasmid
UW163_18735	1017	1964	2076	2344	2283	3273	2661	1263	1541	1590	3660	4939	2642	1656	1817	1660	682	696	673	580	929	583	727	850	1671	Megaplasmid
UW163_18740	1176	904	1220	1112	2834	4249	2383	459	398	252	468	696	210	226	122	131	142	178	245	343	624	233	256	292	1489	Megaplasmid
UW163_18745	825	335	490	350	954	1946	1161	156	118	108	172	233	89	50	21	37	81	130	160	241	438	135	186	163	732	Megaplasmid
UW163_18750	897	427	607	489	1192	2413	1327	185	184	140	235	307	155	93	82	67	145	171	190	347	630	239	258	258	1122	Megaplasmid
UW163_18755	1548	2442	3206	2927	5856	9625	5521	1072	1354	1289	1799	2336	1618	2246	1648	988	1429	1449	1273	2011	3423	1729	1582	1699	5370	Megaplasmid
UW163_18760	1695	1512	1687	1566	2896	6532	3723	387	419	340	604	674	294	173	138	144	330	311	402	1223	2381	989	844	867	3250	Megaplasmid
UW163_18765	1134	813	970	876	1367	2405	1371	219	249	174	246	311	144	69	61	52	116	156	175	384	883	353	410	400	1864	Megaplasmid
UW163_18770	1029	180	214	215	627	684	493	297	336	290	381	533	262	254	222	230	204	226	186	86	191	134	76	122	236	Megaplasmid
UW163_18775	4986	5677	6483	7538	16521	16848	13227	3011	3213	2977	14043	17275	8129	12861	10110	9731	1893	1925	2281	2032	4133	2506	1820	1989	4808	Megaplasmid
UW163_18780	1023	2439	2391	2893	3740	3757	3793	2847	3556	4487	9144	12040	7236	3575	5489	5545	2747	2051	2503	1251	2975	2027	1658	1589	2204	Megaplasmid
UW163_18785	612	1828	1678	2446	2614	2079	1794	2193	2595	2619	5986	7985	3864	2223	2217	2197	1277	1103	1395	521	1279	801	882	852	1382	Megaplasmid
UW163_18790	1593	1356	1193	1486	2854	2747	2736	446	466	607	898	1102	633	781	711	712	246	247	316	259	866	515	1236	1375	2503	Megaplasmid
UW163_18795	477	329	322	427	709	772	679	652	618	461	349	502	209	216	217	186	261	291	271	144	253	171	176	238	573	Megaplasmid
UW163_18800	972	826	1025	1007	1605	1938	1902	1545	1663	1625	1306	1686	825	758	698	771	939	1099	827	414	821	596	501	575	1305	Megaplasmid
UW163_18805	573	627	789	778	1996	1907	1615	1156	1184	1139	1353	1675	774	831	657	614	489	556	560	256	594	384	326	355	944	Megaplasmid
UW163_18810	1224	402	457	506	1352	1239	865	836	793	672	630	948	447	445	439	405	453	406	471	143	316	184	163	184	451	Megaplasmid
UW163_18815	885	36	61	64	103	104	63	123	124	75	53	112	41	71	46	44	42	54	50	18	21	25	22	15	42	Megaplasmid
UW163_18820	1461	127	145	174	447	354	295	403	357	302	275	357	126	232	136	110	126	171	177	77	79	60	70	62	236	Megaplasmid
UW163_18825	3162	5320	6257	6266	5723	8793	8375	4456	6143	5066	11995	15280	8906	2975	4087	3690	1034	895	903	6747	9141	6662	7705	6308	15667	Megaplasmid
UW163_18830	684	250	259	263	171	301	296	1119	1255	1724	659	1033	609	439	649	486	184	181	157	130	210	131	75	82	125	Megaplasmid
UW163_18835	366	152	204	190	164	267	232	694	802	1218	391	629	413	208	307	244	114	100	106	91	140	64	178	155	203	Megaplasmid
UW163_18840	672	262	322	296	460	451	452	973	1110	1448	631	1002	513	299	353	306	205	197	196	110	215	152	88	95	175	Megaplasmid
UW163_18845	2331	1367	1314	1485	3061	2205	2485	344	335	336	1076	1323	736	220	201	261	430	402	394	237	505	279	144	121	240	Megaplasmid
UW163_18850	915	1473	1578	1626	3056	5610	5628	510	593	477	2813	3607	1721	379	246	367	361	333	437	455	1064	677	293	221	553	Megaplasmid
UW163_18855	660	12744	13713	13522	51032	56542	61284	961	898	922	48084	52469	37043	4098	4815	7396	1646	1486	1566	5291	15476	11885	2525	2023	3404	Megaplasmid
UW163_18860	1287	31146	32606	32151	86974	101855	112758	2431	2246	2329	127518	148063	112515	11226	15938	20957	5587	4511	4339	15939	43775	33467	6675	5262	8059	Megaplasmid
UW163_18865	807	10734	11036	10598	34374	34180	41427	774	789	975	42074	42833	30642	3866	4571	7216	1162	1035	1120	4232	18237	14084	2243	1810	2861	Megaplasmid
UW163_18870	1035	10474	11814	11519	37087	45957	49832	725	809	820	34335	37349	24082	3323	3263	4911	948	839	951	4140	13281	10441	1991	1296	3046	Megaplasmid
UW163_18875	2184	33804	39729	38445	132238	144052	149764	2233	1893	1837	104868	117926	78732	10337	10397	15915	3252	2691	2979	15297	42368	32669	6558	5086	10563	Megaplasmid
UW163_18880	681	16136	17084	16676	48185	63849	72770	1123	1051	1098	56539	60547	43727	4623	5812	9150	1565	1209	1526	6473	19540	15342	3216	2293	4641	Megaplasmid
UW163_18885	717	24667	27398	26293	75709	99288	110195	1504	1335	1377	95224	101920	71438	12022	12458	21384	2293	1930	2279	11649	31675	24245	4785	4184	7115	Megaplasmid
UW163_18890	897	12988	14545	14901	78965	70400	65122	1049	977	957	68042	85998	48527	11019	8240	12113	1180	985	1077	6155	19070	14800	2362	2046	3983	Megaplasmid
UW163_18895	825	6207	6919	6906	12697	11715	10419	5588	6213	6707	11028	11443	6941	12943	14278	13814	13805	13450	16055	2342	5021	3117	2800	3011	6256	Megaplasmid
UW163_18900	912	829	917	953	1465	1652	1509	763	833	796	1460	1646	894	1152	1507	1561	1526	1419	1590	292	681	466	397	410	828	Megaplasmid
UW163_18905	1158	434	455	501	610	878	671	521	575	611	1423	1890	975	778	753	776	497	530	507	149	316	213	191	174	383	Megaplasmid
UW163_18910	498	1428	1520	1676	3772	3984	4118	2043	2400	2423	4678	5419	3929	1330	1934	1660	4190	3357	2766	873	1343	993	1396	1174	2270	Megaplasmid
UW163_18915	639	16011	15351	21474	16192	20965	17818	6047	8480	9486	13152	14321	8137	6218	6579	7157	4746	4991	5351	3783	14326	9111	6414	5839	13390	Megaplasmid
UW163_18920	1281	8637	9943	10564	7011	11056	8570	2953	3645	2963	2712	3209	1338	1862	1466	1439	5962	6339	6606	1934	2517	1414	1435	1273	3668	Megaplasmid
UW163_18925	1347	13313	15612	14814	7490	9319	7858	4039	6130	5671	2318	3267	1464	1757	1523	1319	9550	9660	9652	3703	2023	1095	1672	1284	3155	Megaplasmid
UW163_18930	924	227	272	309	521	610	487	428	460	439	647	1133	477	1144	1330	1194	232	263	240	175	533	321	144	128	285	Megaplasmid
UW163_18935	624	225	302	270	647	668	510	395	401	307	572	944	349	2057	1416	1391	198	217	235	189	448	288	119	133	290	Megaplasmid
UW163_18940	1140	721	821	803	990	1417	1120	1104	1312	1264	2700	4529	2069	6106	7507	6926	1271	1208	1120	1048	2398	1659	466	420	767	Megaplasmid
UW163_18945	207	206	215	231	410	523	510	154	186	270	363	408	206	12017	16678	13411	4110	4022	3528	1721	3553	2523	693	626	1108	Megaplasmid
UW163_18950	1677	524	520	639	710	831	682	480	560	634	839	1137	613	89988	110762	95196	37591	41897	35443	11719	18545	12805	4354	4232	8304	Megaplasmid
UW163_18955	960	900	966	1162	995	1246	994	914	1005	918	1582	2246	1018	353397	366491	264804	142204	140787	114016	29323	43635	30107	10219	10758	21003	Megaplasmid
UW163_18960	876	165	167	214	677	550	354	402	304	279	239	394	120	8593	5102	3757	791	990	1014	408	1141	635	162	182	455	Megaplasmid
UW163_18965	1053	500	557	620	1185	1566	1324	1531	1475	1614	1241	1699	837	19318	21171	16340	4859	5073	4569	795	2648	1893	449	432	904	Megaplasmid
UW163_18970	1827	938	1087	1064	2104	2696	2318	3242	3103	2895	2102	2878	1300	27424	27154	21956	7217	7670	7985	1187	3195	2423	627	698	1592	Megaplasmid
UW163_18975	744	660	698	747	1579	1653	1532	1631	1755	1774	2371	3181	1460	19716	20914	18382	3063	3306	3687	829	3249	2428	511	460	898	Megaplasmid
UW163_18980	321	219	181	286	306	350	208	559	495	310	533	1072	200	2520	1572	1367	285	370	508	103	298	189	84	60	241	Megaplasmid
UW163_18985	1197	15401	16893	18226	23425	21970	19926	8616	9822	9972	33491	36841	22149	42026	47596	40540	26931	28294	23594	10025	20296	13156	11664	11001	24066	Megaplasmid
UW163_18990	912	392	427	543	1211	910	746	237	194	123	599	654	313	825	619	504	129	154	184	140	238	161	187	129	504	Megaplasmid
UW163_18995	813	1772	2093	2373	5231	4822	3743	233	281	248	2560	2629	1070	3270	1901	1771	211	237	291	985	1005	681	722	631	1666	Megaplasmid
UW163_19000	603	4784	5378	6138	13828	12782	11563	641	854	1038	13225	12450	7797	15714	15231	13339	1344	1364	1407	2001	4889	3259	2790	2535	4703	Megaplasmid
UW163_19005	573	96	105	108	297	283	247	167	158	177	172	293	136	57	66	99	61	59	77	26	104	79	36	52	92	Megaplasmid
UW163_19010	873	1127	1299	1309	3893	3568	2817	2776	2587	4005	2773	3600	1559	2391	1702	1819	1503	2882	1639	358	963	648	483	529	1371	Megaplasmid
UW163_19015	528	3850	4395	4190	13019	9755	10027	3099	3038	4597	5132	5638	3689	2730	3598	3917	3497	3437	3424	1403	5822	3778	2122	2473	4119	Megaplasmid
UW163_19020	201	2669	2682	2489	8945	7456	7682	1720	1723	2371	3479	3909	2692	913	1928	2155	3355	2716	3266	1058	7189	4743	1599	2047	2724	Megaplasmid
UW163_19025	1419	448	486	533	2019	2098	2011	2170	1850	1854	2271	2872	1528	1084	1445	1689	715	609	860	209	633	401	256	305	498	Megaplasmid
UW163_19030	1377	523	492	557	2561	2595	2504	4845	4100	4974	2632	3112	2070	1862	2857	2656	1454	1244	1529	233	695	485	255	295	424	Megaplasmid
UW163_19035	561	639	800	874	2498	2227	1813	1416	1271	1545	2571	2850	1595	2170	2186	1772	721	689	875	249	556	364	249	306	583	Megaplasmid
UW163_19040	1326	565	586	782	1194	1106	930	1267	1223	1236	1183	1731	858	724	741	624	309	318	355	451	562	377	239	254	577	Megaplasmid
UW163_19045	480	359	457	484	1429	1239	1060	1075	760	573	405	562	231	338	240	238	222	264	289	167	277	154	157	190	558	Megaplasmid
UW163_19050	807	1283	1480	1752	3045	3358	2464	779	918	962	3462	4101	2035	3383	3005	2634	648	640	795	467	911	549	512	593	1223	Megaplasmid
UW163_19055	201	387	449	489	1282	2141	1671	267	378	464	912	1004	908	680	1458	903	174	119	130	221	1685	1148	210	239	328	Megaplasmid
UW163_19060	519	560	573	676	1746	2426	1560	626	573	569	891	1281	827	936	1281	745	263	270	300	243	1258	753	187	214	486	Megaplasmid
UW163_19065	1227	1875	2270	2119	3353	4834	3940	2034	2346	2491	2896	3413	2535	1769	2959	2026	1625	1437	1332	1060	3297	2353	987	980	1781	Megaplasmid
UW163_19070	2457	720	931	901	743	934	814	505	543	626	1552	1822	1015	767	818	767	302	310	316	457	1511	993	353	327	696	Megaplasmid
UW163_19075	1692	304	330	371	756	956	754	555	487	598	1448	1858	1041	1207	1286	1139	1133	1060	1084	170	249	182	117	133	315	Megaplasmid
UW163_19080	783	395	346	425	801	863	781	600	566	628	749	811	459	510	499	517	382	373	382	168	319	224	110	110	252	Megaplasmid
UW163_19085	684	1233	1197	1411	2999	2435	2265	1623	1312	1631	1711	1848	1093	1257	1391	1171	546	645	582	316	575	348	196	203	424	Megaplasmid
UW163_19090	789	5902	6418	6371	10676	12443	12147	7568	6674	9004	10277	11026	7114	8697	8886	7283	3690	4236	3721	1490	2581	1725	1140	1002	2151	Megaplasmid
UW163_19095	1347	10308	10867	11644	13571	18082	17539	14832	13012	16763	17967	20530	13276	15497	16364	13068	7551	8425	6990	3078	4178	3068	1995	1718	3998	Megaplasmid
UW163_19100	681	4076	3877	4335	2576	3426	3486	4649	3908	5471	6875	8195	4661	5441	6360	5243	2267	2514	2206	1262	2119	1456	686	602	1283	Megaplasmid
UW163_19105	648	15366	14830	14851	28282	29459	30159	21481	17863	22034	28811	33109	19870	24964	22291	17604	10143	10830	9173	4041	7458	5292	2723	2184	5179	Megaplasmid
UW163_19110	513	18969	19413	19225	36790	40095	44180	21349	20466	28746	42038	41316	28147	31535	34509	30080	8830	10797	9767	4073	8698	6035	3637	2905	6441	Megaplasmid
UW163_19115	1491	58624	58715	58912	114081	126145	138513	62067	56254	80227	119780	119756	93551	84628	118996	99444	29897	32686	27746	16281	31023	23262	12060	9583	18948	Megaplasmid
UW163_19120	504	50752	55962	49588	85393	94492	120733	57866	54778	79527	138514	147449	121367	88426	145634	115662	42426	46016	39024	15734	49139	33442	8866	8787	15233	Megaplasmid
UW163_19125	474	12770	12777	12668	25107	27119	31389	10439	9480	15128	21336	21244	16871	10513	19188	16191	5897	6101	5430	4312	9686	7544	2293	2045	3551	Megaplasmid
UW163_19130	1851	7768	8296	8225	19059	18931	17783	10246	8407	10158	11654	12637	7742	7348	7693	6615	3344	4049	3879	1887	3277	2338	1041	904	2422	Megaplasmid
UW163_19135	1104	1839	1994	1913	4819	4239	3590	2923	2104	2168	2707	3275	1522	2157	1296	1089	609	871	869	359	606	302	177	172	548	Megaplasmid
UW163_19140	2724	7156	8086	7649	18309	17087	16270	10734	8720	10821	17904	20331	12242	12749	12209	9613	4191	4770	4318	1974	3304	2245	1110	1013	2638	Megaplasmid
UW163_19150	942	1937	1464	2197	1067	1149	1055	1029	1262	2612	2294	2433	1976	1283	2579	1839	821	686	678	562	1135	748	456	470	565	Megaplasmid
UW163_19160	477	867	962	1072	2418	2820	2630	1239	1022	1301	4078	4402	3231	2925	3541	3392	1138	966	949	429	1225	856	413	458	768	Megaplasmid
UW163_19165	1374	4837	5764	5802	9146	15680	14230	7300	7088	7563	22165	25215	16222	17216	17292	16173	6506	6390	6606	2159	3236	2151	2174	1941	4668	Megaplasmid
UW163_19170	1080	3152	3360	3964	7169	9079	6928	5739	5038	4553	9035	11860	6233	7285	6461	5359	3921	3932	4211	1167	1832	1091	1085	1029	2762	Megaplasmid
UW163_19175	837	2131	2387	2338	5241	5053	4326	4485	4026	4101	3497	3861	1762	2377	1930	1756	1606	1990	2680	469	879	544	468	427	1196	Megaplasmid
UW163_19180	987	2725	2959	3100	5009	5364	4880	5383	5194	6574	4121	4945	2825	2750	3201	2699	3045	3224	3125	885	1244	834	647	599	1242	Megaplasmid
UW163_19185	3936	9854	11362	10618	14229	15815	15186	21737	21635	27083	17015	19741	12180	12333	13643	10528	14872	16207	13636	3339	5331	3321	2241	2116	4376	Megaplasmid
UW163_19190	1497	1252	1346	1448	1779	1970	1889	1839	1777	1944	1801	2284	1234	1406	1240	1006	1140	1142	1048	300	498	329	243	208	543	Megaplasmid
UW163_19195	270	905	1005	996	1074	1265	1167	1198	1135	1233	1418	1720	911	1055	958	780	723	809	777	197	342	221	173	142	399	Megaplasmid
UW163_19200	849	1984	1879	2019	2741	3044	2651	2095	2003	2338	2418	2712	1597	1282	1961	1730	1503	1299	1268	554	1346	961	440	409	807	Megaplasmid
UW163_19205	759	6940	6477	7816	10611	12287	13134	7168	7231	11261	17733	17769	13268	11452	17990	15971	5834	5193	5342	2442	6053	4234	2264	2043	3203	Megaplasmid
UW163_19210	2781	5584	6036	6466	7532	7968	7222	6980	6264	6539	6952	8276	4374	4664	4151	4050	2074	2394	2401	1512	1636	1064	898	795	1891	Megaplasmid
UW163_19220	510	1234	1377	1414	1933	1959	1965	1301	1642	1727	2787	3247	2076	817	1316	1323	526	465	537	850	1444	1017	818	769	1557	Megaplasmid
UW163_19225	1188	593	810	912	1534	1722	1485	1099	1127	1113	1600	2130	1069	1180	1097	951	814	819	813	248	476	342	328	348	866	Megaplasmid
UW163_19230	888	76	100	110	93	145	79	177	143	134	114	218	70	67	48	54	46	67	83	21	28	16	47	29	105	Megaplasmid
UW163_19235	936	77	101	112	144	165	107	173	159	196	530	850	321	114	97	106	68	64	76	32	49	24	27	34	91	Megaplasmid
UW163_19240	948	94	92	105	180	189	153	434	319	211	492	1092	267	59	70	51	44	52	51	21	30	16	36	35	120	Megaplasmid
UW163_19245	1566	91	120	123	187	184	127	542	525	376	793	1545	450	71	50	78	39	72	63	20	41	20	29	29	101	Megaplasmid
UW163_19250	3246	398	486	528	918	905	719	1510	1580	1544	2946	5186	1773	367	416	362	238	253	299	151	231	129	255	164	449	Megaplasmid
UW163_19255	546	18570	17374	22724	58674	52843	42203	6079	6890	8145	46757	47602	31893	39804	50306	43331	5068	5009	5216	4352	10890	7264	10596	10585	18600	Megaplasmid
UW163_19260	1158	4439	5115	5373	15661	14310	13042	3841	3952	4627	8883	10793	5508	5726	5186	5381	2571	2757	2749	1614	2902	1889	4002	3592	8223	Megaplasmid
UW163_19265	2175	3947	4681	4061	3311	5472	5593	1201	1293	1313	7357	8175	4455	5570	4573	4451	1465	1415	1404	2180	1666	1190	2865	2081	6606	Megaplasmid
UW163_19270	2103	7747	8479	8753	8460	11811	11508	9133	9827	13008	18456	18533	13155	14914	19037	16914	14099	12827	11946	3869	7093	4817	3632	3702	6242	Megaplasmid
UW163_19275	720	273	302	392	468	447	329	285	338	328	764	1094	537	854	616	468	185	186	177	82	177	87	122	74	261	Megaplasmid
UW163_19280	534	774	1053	1169	1721	1626	1317	353	394	433	1901	1995	1326	2221	2404	1705	279	299	269	598	757	409	441	372	748	Megaplasmid
UW163_19285	357	425	451	505	727	1132	954	310	323	373	767	838	533	565	832	871	297	238	214	229	502	293	328	292	491	Megaplasmid
UW163_19290	1737	1119	1328	1568	2221	2915	2393	689	736	769	2859	2974	1747	2152	2891	2835	388	344	382	714	1055	632	810	565	1352	Megaplasmid
UW163_19295	864	387	459	497	960	1119	934	805	925	1008	1202	1576	848	657	884	852	548	440	526	220	506	299	209	255	431	Megaplasmid
UW163_19300	1101	89	94	107	218	204	192	142	137	163	251	347	157	159	201	176	79	51	79	44	80	54	35	42	90	Megaplasmid
UW163_19305	1755	84	101	107	214	224	151	227	160	161	231	324	151	131	95	83	77	79	77	34	80	37	43	38	118	Megaplasmid
UW163_19310	867	22	18	21	50	51	27	60	35	46	32	58	23	30	28	17	23	17	23	8	11	6	8	11	32	Megaplasmid
UW163_19315	1020	237	281	264	436	663	602	540	574	626	892	988	571	656	697	629	404	357	326	101	208	140	128	114	284	Megaplasmid
UW163_19320	1224	47	48	48	88	93	85	115	123	91	115	113	75	63	85	67	60	60	67	9	42	18	22	22	60	Megaplasmid
UW163_19325	708	311	315	355	841	701	571	302	319	292	449	627	218	324	186	152	189	225	290	65	131	77	86	84	292	Megaplasmid
UW163_19330	420	274	342	408	1030	781	565	387	383	340	831	1098	396	807	503	486	134	183	245	76	280	107	86	110	281	Megaplasmid
UW163_19335	1959	329	421	416	793	787	658	794	915	1036	1137	1800	701	400	428	355	211	205	199	173	392	234	147	143	279	Megaplasmid
UW163_19340	564	82	50	76	209	185	125	65	98	81	104	144	54	125	70	61	21	23	27	17	29	14	14	24	72	Megaplasmid
UW163_19345	1992	238	252	282	364	425	375	410	428	529	537	722	304	300	272	268	154	122	151	89	173	103	95	105	190	Megaplasmid
UW163_19350	1674	1941	1910	1669	2331	2301	2691	4809	5388	8294	4255	6140	3193	1187	2027	2235	821	676	706	728	1658	1171	520	578	769	Megaplasmid
UW163_19355	624	858	994	1008	2684	2331	2416	1531	1751	2166	1761	2087	1373	1007	1660	1457	1306	1014	1134	464	1753	1226	645	732	1101	Megaplasmid
UW163_19360	687	139	89	230	213	168	149	224	235	270	154	273	139	86	118	103	128	107	109	49	84	76	155	121	199	Megaplasmid
UW163_19365	1497	298	242	492	355	311	245	583	490	470	233	363	138	188	181	136	251	247	303	68	119	97	257	196	428	Megaplasmid
UW163_19370	3156	1263	977	2077	749	818	841	2279	2370	2701	1591	2179	1068	872	1147	1067	1399	1429	1506	331	541	527	1450	950	1558	Megaplasmid
UW163_19375	1230	334	230	515	126	143	154	580	637	672	523	745	287	209	223	189	270	299	256	65	99	87	267	197	342	Megaplasmid
UW163_19380	879	493	603	656	1742	1888	1555	900	784	825	1073	1401	748	546	617	474	536	510	565	184	355	220	239	210	529	Megaplasmid
UW163_19385	213	430	441	481	939	1064	833	197	263	208	771	803	391	465	440	462	218	218	364	148	456	313	164	210	401	Megaplasmid
UW163_19390	384	3560	3593	4092	5840	6344	6409	1528	1809	2247	7886	6819	5642	3770	5569	5424	3584	2935	3325	1237	3552	2301	2273	2326	3544	Megaplasmid
UW163_19395	1017	3678	4144	4166	8946	8810	8538	2281	2668	2710	8512	9453	6246	3682	4355	4568	2266	1996	2026	2310	4997	3431	3368	3040	6168	Megaplasmid
UW163_19400	897	403	461	460	1007	896	703	487	528	382	665	887	363	341	291	262	160	161	210	148	286	173	188	190	626	Megaplasmid
UW163_19405	1254	2249	2296	2879	3507	4822	3306	1475	1996	1823	3451	4997	2596	854	1074	1086	365	301	286	1896	2709	1860	1670	1500	3533	Megaplasmid
UW163_19410	921	5618	6308	7178	7360	7991	6932	3294	4265	3192	16880	24284	12817	3931	5012	4333	597	536	500	6082	7812	5318	5907	5815	14076	Megaplasmid
UW163_19415	936	2736	2207	3020	7799	11410	5528	313	334	412	596	715	396	330	387	382	190	173	173	1232	1377	1368	557	730	1109	Megaplasmid
UW163_19420	1587	974	828	1191	4300	5460	2246	223	204	179	252	286	145	178	145	110	81	81	98	215	259	199	152	150	420	Megaplasmid
UW163_19425	1353	1183	936	1492	3850	7237	3139	249	272	282	490	679	339	274	329	301	211	169	217	578	999	854	238	337	462	Megaplasmid
UW163_19430	1410	454	387	597	1390	2335	1067	266	256	259	310	388	182	269	262	203	173	203	204	202	232	184	94	99	259	Megaplasmid
UW163_19435	1602	949	772	1170	2770	4131	1865	694	621	608	552	775	281	454	291	233	244	347	371	310	317	210	148	154	483	Megaplasmid
UW163_19440	849	626	478	767	1670	3077	1427	301	303	298	377	480	259	220	237	242	198	228	219	288	388	287	127	138	323	Megaplasmid
UW163_19445	855	351	328	517	1412	1898	867	184	169	140	240	307	158	186	170	141	127	111	123	126	176	123	74	68	192	Megaplasmid
UW163_19450	2061	2571	2348	2943	2459	5935	4265	1792	1951	1605	6018	8222	4426	3095	3264	3170	3650	3442	3543	1781	2057	1423	1411	1338	3088	Megaplasmid
UW163_19455	1320	1363	1135	1598	3168	4701	2648	818	889	772	2295	2990	1560	1077	1232	1246	978	1027	1076	643	1000	716	395	443	956	Megaplasmid
UW163_19460	1038	3808	3355	4597	4156	5306	4286	6096	8084	9807	7163	10582	5380	1827	2319	2476	3038	3312	3680	1580	4446	2941	1849	2038	3439	Megaplasmid
